64.62365962451697,78.0246928153624,0
64.28671076822607,43.89499752400101,0
35.84740876993872,72.90219802708364,0
60.18259938620976,86.30855209546826,1
79.0327360507101,75.3443764369103,1
45.08327747668339,56.3163717815305,0
61.10666453684766,96.51142588489624,0
75.02474556738889,46.55401354116538,1
76.09878670226257,87.42056971926803,1
84.43281996120035,43.53339331072109,1
62.62365962451697,77.0246928153624,0
76.28671458942607,44.89499745480101,0
56.84740876993872,70.90219802708364,0
62.18259938620976,84.30855209546826,1
75.0327360507101,79.3443764369103,1
40.08327747668339,52.3163717815305,0
66.10666453684766,96.97884488489624,1
56.026356556738889,69.55401354116538,1
71.09878670226257,86.42056971926803,0
38.43281996120035,49.53339331072109,1
